PartijNummer,Partijen,Avelgem,Spiere-Helkijn,Totalen
,Totalen8039,7439,4997,5981,5335,31791
,72004 - Kanton Bree
,
PartijNummer,Partijen,Bocholt,Bree,Meeuwen-Gruitrode,Totalen
2,Groen,361,509,315,1185
3,Vlaams Belang,479,710,408,1597
7,OpenVld,790,1671,572,3033
12,sp.a,901,943,474,2318
13,N-VA,2897,3757,2469,9123
15,CD&V,2631,2644,4554,9829
17,PVDA+,120,153,132,405
29,ROEL,17,17,6,40
30,R.O.S.S.E.M.,17,21,16,54
31,GENOEG,20,26,13,59
32,VCP,11,18,13,42
,Totalen8244,10469,8972,27685
,71016 - Kanton Genk
,
PartijNummer,Partijen,As,Genk,Opglabbeek,Zutendaal,Totalen
2,Groen,262,2508,342,256,3368,
3,Vlaams Belang,345,2461,461,296,3563,
7,OpenVld,504,2714,565,541,4324,
12,sp.a,726,8162,629,451,9968,
13,N-VA,1971,10669,2509,1788,16937,
15,CD&V,1289,8946,1898,1230,13363,
17,PVDA+,191,3133,187,134,3645,
29,ROEL,5,61,9,5,80,
30,R.O.S.S.E.M.,10,69,27,10,116,
31,GENOEG,12,110,31,14,167,
32,VCP,12,73,11,14,110,
,Totalen5327,38906,6669,4739,55641,
,71022 - Kanton Hasselt
,
PartijNummer,Partijen,Diepenbeek,Hasselt,Zonhoven,Totalen
2,Groen,869,4773,817,6459
3,Vlaams Belang,897,2228,942,4067
7,OpenVld,1285,5771,1989,9045
12,sp.a,1855,9526,2286,13667
13,N-VA,4804,17294,5222,27320
15,CD&V,2597,10129,2438,15164
17,PVDA+,338,1354,365,2057
29,ROEL,19,113,29,161
30,R.O.S.S.E.M.,34,142,34,210
31,GENOEG,45,135,42,222
32,VCP,40,98,23,161
,Totalen12783,51563,14187,78533
,71024 - Kanton Herk-de-Stad
,
PartijNummer,Partijen,Halen,Herk-de-Stad,Lummen,Totalen
2,Groen,340,524,617,1481
3,Vlaams Belang,348,406,577,1331
7,OpenVld,840,1082,937,2859
12,sp.a,918,1874,1355,4147
13,N-VA,2056,2773,3540,8369
15,CD&V,1810,1854,2807,6471
17,PVDA+,97,128,190,415
29,ROEL,9,11,14,34
30,R.O.S.S.E.M.,10,24,32,66
31,GENOEG,22,20,27,69
32,VCP,10,15,17,42
,Totalen6460,8711,10113,25284
,72021 - Kanton Maaseik
,
PartijNummer,Partijen,Dilsen-Stokkem,Kinrooi,Maaseik,Totalen
2,Groen,537,237,669,1443
3,Vlaams Belang,741,398,1155,2294
7,OpenVld,2714,567,1900,5181
12,sp.a,2142,677,2254,5073
13,N-VA,3626,2418,5409,11453
15,CD&V,2461,2974,3418,8853
17,PVDA+,288,94,268,650
29,ROEL,13,4,19,36
30,R.O.S.S.E.M.,38,13,22,73
31,GENOEG,16,3,23,42
32,VCP,30,5,24,59
,Totalen12606,7390,15161,35157
,73107 - Kanton Maasmechelen
,
PartijNummer,Partijen,Lanaken,Maasmechelen,Totalen
2,Groen,540,1377,1917,
3,Vlaams Belang,951,1278,2229,
7,OpenVld,3351,3542,6893,
12,sp.a,1636,4092,5728,
13,N-VA,3798,5442,9240,
15,CD&V,2495,4668,7163,
17,PVDA+,251,758,1009,
29,ROEL,19,31,50,
30,R.O.S.S.E.M.,10,43,53,
31,GENOEG,27,75,102,
32,VCP,33,76,109,
,Totalen13111,21382,34493,
,72025 - Kanton Neerpelt
,
PartijNummer,Partijen,Hamont-Achel,Lommel,Neerpelt,Overpelt,Totalen
2,Groen,389,1245,654,665,2953,
3,Vlaams Belang,379,1028,457,491,2355,
7,OpenVld,732,1718,809,752,4011,
12,sp.a,648,4667,1152,1121,7588,
13,N-VA,2444,6319,3407,3073,15243,
15,CD&V,2087,4118,3172,2780,12157,
17,PVDA+,117,938,260,228,1543,
29,ROEL,15,31,10,12,68,
30,R.O.S.S.E.M.,6,40,17,20,83,
31,GENOEG,13,54,25,21,113,
32,VCP,10,29,17,14,70,
,Totalen6840,20187,9980,9177,46184,
,72030 - Kanton Peer
,
PartijNummer,Partijen,Hechtel-Eksel,Houthalen-Helchteren,Peer,Totalen
2,Groen,450,1312,579,2341
3,Vlaams Belang,393,1280,608,2281
7,OpenVld,1899,1503,993,4395
12,sp.a,831,4496,1141,6468
13,N-VA,2512,5873,3818,12203
15,CD&V,1568,3859,3504,8931
17,PVDA+,127,763,218,1108
29,ROEL,10,34,20,64
30,R.O.S.S.E.M.,19,50,37,106
31,GENOEG,14,60,35,109
32,VCP,22,46,20,88
,Totalen7845,19276,10973,38094
,73066 - Kanton Riemst
,
PartijNummer,Partijen,Riemst,Totalen
2,Groen,378,378
3,Vlaams Belang,411,411
7,OpenVld,1153,1153
12,sp.a,755,755
13,N-VA,3244,3244
15,CD&V,3706,3706
17,PVDA+,103,103
29,ROEL,7,7
30,R.O.S.S.E.M.,10,10
31,GENOEG,22,22
32,VCP,12,12
,Totalen9801,9801
,71053 - Kanton Sint-Truiden
,
PartijNummer,Partijen,Gingelom,Nieuwerkerken,Sint-Truiden,Totalen
2,Groen,253,242,1381,1876
3,Vlaams Belang,235,224,1369,1828
7,OpenVld,804,567,3982,5353
12,sp.a,1791,985,5879,8655
13,N-VA,1483,1478,8841,11802
15,CD&V,990,1128,5198,7316
17,PVDA+,105,62,376,543
29,ROEL,9,12,44,65
30,R.O.S.S.E.M.,7,20,66,93
31,GENOEG,20,16,67,103
32,VCP,7,12,27,46
,Totalen5704,4746,27230,37680
,73083 - Kanton Tongeren
,
PartijNummer,Partijen,Herstappe,Tongeren,Totalen
2,Groen,6,1239,1245,
3,Vlaams Belang,0,1281,1281,
7,OpenVld,25,3346,3371,
12,sp.a,11,4485,4496,
13,N-VA,10,5469,5479,
15,CD&V,15,4346,4361,
17,PVDA+,3,334,337,
29,ROEL,0,36,36,
30,R.O.S.S.E.M.,0,42,42,
31,GENOEG,2,68,70,
32,VCP,0,33,33,
,Totalen72,20679,20751,
,73109 - Kanton Voeren
,
PartijNummer,Partijen,Voeren,Totalen
2,Groen,87,87
3,Vlaams Belang,69,69
7,OpenVld,185,185
12,sp.a,76,76
13,N-VA,627,627
15,CD&V,267,267
17,PVDA+,18,18
29,ROEL,2,2
30,R.O.S.S.E.M.,1,1
31,GENOEG,1,1
32,VCP,6,6
,Totalen1339,1339
,41002 - Kanton Aalst
,
PartijNummer,Partijen,Aalst,Erpe-Mere,Lede,Totalen
2,Groen,3692,725,754,5171
3,Vlaams Belang,4300,828,839,5967
7,OpenVld,8365,2284,2037,12686
12,sp.a,6538,1430,1351,9319
13,N-VA,20279,5206,4821,30306
15,CD&V,7884,3022,2486,13392
17,PVDA+,932,167,147,1246
29,R.O.S.S.E.M.,129,31,28,188
30,Piratenpartij,406,78,64,548
31,SD&P,1680,113,73,1866
33,GENOEG,101,32,26,159
35,ROEL,84,14,16,114
36,VCP,32,9,6,47
,Totalen54422,13939,12648,81009
,43002 - Kanton Assenede
,
PartijNummer,Partijen,Assenede,Zelzate,Totalen
2,Groen,694,272,966,
3,Vlaams Belang,603,550,1153,
7,OpenVld,1659,1308,2967,
12,sp.a,1352,1758,3110,
13,N-VA,2730,1661,4391,
15,CD&V,2065,907,2972,
17,PVDA+,415,1443,1858,
29,R.O.S.S.E.M.,28,24,52,
30,Piratenpartij,40,48,88,
31,SD&P,6,8,14,
33,GENOEG,14,14,28,
35,ROEL,9,6,15,
36,VCP,8,6,14,
,Totalen9623,8005,17628,
,46003 - Kanton Beveren
,
PartijNummer,Partijen,Beveren,Totalen
2,Groen,2565,2565
3,Vlaams Belang,2658,2658
7,OpenVld,2696,2696
12,sp.a,3208,3208
13,N-VA,13087,13087
15,CD&V,7230,7230
17,PVDA+,742,742
29,R.O.S.S.E.M.,77,77
30,Piratenpartij,209,209
31,SD&P,19,19
33,GENOEG,80,80
35,ROEL,39,39
36,VCP,26,26
,Totalen32636,32636
,45059 - Kanton Brakel
,
PartijNummer,Partijen,Brakel,Lierde,Totalen
2,Groen,575,242,817,
3,Vlaams Belang,524,227,751,
7,OpenVld,2904,996,3900,
12,sp.a,1524,634,2158,
13,N-VA,2476,1336,3812,
15,CD&V,1885,1113,2998,
17,PVDA+,165,62,227,
29,R.O.S.S.E.M.,20,8,28,
30,Piratenpartij,69,25,94,
31,SD&P,5,4,9,
33,GENOEG,21,10,31,
35,ROEL,15,4,19,
36,VCP,14,6,20,
,Totalen10197,4667,14864,
,44011 - Kanton Deinze
,
PartijNummer,Partijen,Deinze,Zulte,Totalen
2,Groen,1808,664,2472,
3,Vlaams Belang,869,488,1357,
7,OpenVld,3953,2330,6283,
12,sp.a,2597,1097,3694,
13,N-VA,6486,3297,9783,
15,CD&V,4385,2597,6982,
17,PVDA+,358,110,468,
29,R.O.S.S.E.M.,45,31,76,
30,Piratenpartij,132,60,192,
31,SD&P,10,8,18,
33,GENOEG,44,22,66,
35,ROEL,18,4,22,
36,VCP,29,12,41,
,Totalen20734,10720,31454,
,42006 - Kanton Dendermonde
,
PartijNummer,Partijen,Buggenhout,Dendermonde,Lebbeke,Totalen
2,Groen,579,2130,806,3515
3,Vlaams Belang,661,2173,807,3641
7,OpenVld,1425,4025,2645,8095
12,sp.a,812,4324,1403,6539
13,N-VA,3614,10682,4375,18671
15,CD&V,2505,6117,2237,10859
17,PVDA+,127,542,170,839
29,R.O.S.S.E.M.,18,61,24,103
30,Piratenpartij,63,191,82,336
31,SD&P,8,63,26,97
33,GENOEG,17,63,25,105
35,ROEL,9,42,16,67
36,VCP,6,20,8,34
,Totalen9844,30433,12624,52901
,44013 - Kanton Destelbergen
,
PartijNummer,Partijen,Destelbergen,Totalen
2,Groen,1191,1191
3,Vlaams Belang,564,564
7,OpenVld,2787,2787
12,sp.a,1461,1461
13,N-VA,4195,4195
15,CD&V,1856,1856
17,PVDA+,275,275
29,R.O.S.S.E.M.,23,23
30,Piratenpartij,87,87
31,SD&P,10,10
33,GENOEG,29,29
35,ROEL,6,6
36,VCP,17,17
,Totalen12501,12501
,43005 - Kanton Eeklo
,
PartijNummer,Partijen,Eeklo,Maldegem,Sint-Laureins,Totalen
2,Groen,1341,1108,299,2748
3,Vlaams Belang,947,850,218,2015
7,OpenVld,2001,2743,1079,5823
12,sp.a,2072,1531,394,3997
13,N-VA,3873,4769,1113,9755
15,CD&V,2606,4326,1392,8324
17,PVDA+,441,308,95,844
29,R.O.S.S.E.M.,38,44,12,94
30,Piratenpartij,122,114,22,258
31,SD&P,12,10,2,24
33,GENOEG,36,46,11,93
35,ROEL,12,18,1,31
36,VCP,27,24,5,56
,Totalen13528,15891,4643,34062
,44019 - Kanton Evergem
,
PartijNummer,Partijen,Evergem,Totalen
2,Groen,1917,1917
3,Vlaams Belang,1579,1579
7,OpenVld,3130,3130
12,sp.a,3004,3004
13,N-VA,7735,7735
15,CD&V,4746,4746
17,PVDA+,671,671
29,R.O.S.S.E.M.,72,72
30,Piratenpartij,185,185
31,SD&P,20,20
33,GENOEG,51,51
35,ROEL,25,25
36,VCP,25,25
,Totalen23160,23160
,44021 - Kanton Gent
,
PartijNummer,Partijen,Gent,Totalen
2,Groen,24960,24960
3,Vlaams Belang,7934,7934
7,OpenVld,26671,26671
12,sp.a,33613,33613
13,N-VA,32895,32895
15,CD&V,18133,18133
17,PVDA+,6385,6385
29,R.O.S.S.E.M.,376,376
30,Piratenpartij,1853,1853
31,SD&P,181,181
33,GENOEG,338,338
35,ROEL,127,127
36,VCP,190,190
,Totalen153656,153656
,41018 - Kanton Geraardsbergen
,
PartijNummer,Partijen,Geraardsbergen,Totalen
2,Groen,1015,1015
3,Vlaams Belang,1734,1734
7,OpenVld,4464,4464
12,sp.a,4383,4383
13,N-VA,6216,6216
15,CD&V,3466,3466
17,PVDA+,401,401
29,R.O.S.S.E.M.,48,48
30,Piratenpartij,151,151
31,SD&P,34,34
33,GENOEG,49,49
35,ROEL,12,12
36,VCP,14,14
,Totalen21987,21987
,42008 - Kanton Hamme
,
PartijNummer,Partijen,Hamme,Waasmunster,Totalen
2,Groen,1037,517,1554,
3,Vlaams Belang,1323,416,1739,
7,OpenVld,2129,1331,3460,
12,sp.a,2421,581,3002,
13,N-VA,5606,2953,8559,
15,CD&V,3872,1500,5372,
17,PVDA+,260,113,373,
29,R.O.S.S.E.M.,46,17,63,
30,Piratenpartij,112,41,153,
31,SD&P,24,5,29,
33,GENOEG,42,15,57,
35,ROEL,32,9,41,
36,VCP,4,8,12,
,Totalen16908,7506,24414,
,41027 - Kanton Herzele
,
PartijNummer,Partijen,Haaltert,Herzele,Sint-Lievens-Houtem,Totalen
2,Groen,666,765,397,1828
3,Vlaams Belang,1001,678,365,2044
7,OpenVld,2303,2674,1505,6482
12,sp.a,1510,1682,807,3999
13,N-VA,4610,4050,2407,11067
15,CD&V,2099,1981,1256,5336
17,PVDA+,161,148,77,386
29,R.O.S.S.E.M.,32,23,21,76
30,Piratenpartij,62,79,45,186
31,SD&P,70,19,12,101
33,GENOEG,21,25,13,59
35,ROEL,10,14,4,28
36,VCP,11,11,2,24
,Totalen12556,12149,6911,31616
,45062 - Kanton Horebeke
,
PartijNummer,Partijen,Horebeke,Zwalm,Totalen
2,Groen,157,468,625,
3,Vlaams Belang,38,190,228,
7,OpenVld,435,1603,2038,
12,sp.a,116,733,849,
13,N-VA,422,1626,2048,
15,CD&V,215,855,1070,
17,PVDA+,20,103,123,
29,R.O.S.S.E.M.,3,9,12,
30,Piratenpartij,7,33,40,
31,SD&P,0,11,11,
33,GENOEG,1,13,14,
35,ROEL,0,6,6,
36,VCP,3,4,7,
,Totalen1417,5654,7071,
,43007 - Kanton Kaprijke
,
PartijNummer,Partijen,Kaprijke,Totalen
2,Groen,351,351
3,Vlaams Belang,206,206
7,OpenVld,714,714
12,sp.a,381,381
13,N-VA,1367,1367
15,CD&V,1176,1176
17,PVDA+,119,119
29,R.O.S.S.E.M.,8,8
30,Piratenpartij,26,26
31,SD&P,3,3
33,GENOEG,12,12
35,ROEL,2,2
36,VCP,6,6
,Totalen4371,4371
,45017 - Kanton Kruishoutem
,
PartijNummer,Partijen,Kruishoutem,Zingem,Totalen
2,Groen,329,447,776,
3,Vlaams Belang,227,191,418,
7,OpenVld,967,1180,2147,
12,sp.a,369,459,828,
13,N-VA,1656,1461,3117,
15,CD&V,2097,1326,3423,
17,PVDA+,55,75,130,
29,R.O.S.S.E.M.,6,13,19,
30,Piratenpartij,31,28,59,
31,SD&P,6,6,12,
33,GENOEG,9,5,14,
35,ROEL,5,11,16,
36,VCP,4,5,9,
,Totalen5761,5207,10968,
,44034 - Kanton Lochristi
,
PartijNummer,Partijen,Lochristi,Moerbeke,Wachtebeke,Totalen
2,Groen,1075,326,286,1687
3,Vlaams Belang,746,233,313,1292
7,OpenVld,3979,1133,792,5904
12,sp.a,1340,467,846,2653
13,N-VA,4765,1255,1347,7367
15,CD&V,3011,621,941,4573
17,PVDA+,280,174,266,720
29,R.O.S.S.E.M.,33,8,12,53
30,Piratenpartij,90,40,32,162
31,SD&P,6,1,1,8
33,GENOEG,27,21,15,63
35,ROEL,10,4,5,19
36,VCP,9,1,3,13
,Totalen15371,4284,4859,24514
,46014 - Kanton Lokeren
,
PartijNummer,Partijen,Lokeren,Totalen
2,Groen,2719,2719
3,Vlaams Belang,1634,1634
7,OpenVld,4684,4684
12,sp.a,3524,3524
13,N-VA,7556,7556
15,CD&V,5091,5091
17,PVDA+,618,618
29,R.O.S.S.E.M.,89,89
30,Piratenpartij,196,196
31,SD&P,21,21
33,GENOEG,67,67
35,ROEL,32,32
36,VCP,19,19
,Totalen26250,26250
,44043 - Kanton Merelbeke
,
PartijNummer,Partijen,Gavere,Melle,Merelbeke,Oosterzele,Totalen
2,Groen,714,958,2151,959,4782,
3,Vlaams Belang,359,309,666,327,1661,
7,OpenVld,2143,1293,3340,2036,8812,
12,sp.a,1144,996,2088,935,5163,
13,N-VA,2728,2421,4647,2527,12323,
15,CD&V,1474,1434,2928,2514,8350,
17,PVDA+,137,173,373,150,833,
29,R.O.S.S.E.M.,20,22,25,27,94,
30,Piratenpartij,51,62,119,61,293,
31,SD&P,8,11,4,6,29,
33,GENOEG,28,33,32,17,110,
35,ROEL,10,5,12,4,31,
36,VCP,9,14,15,5,43,
,Totalen8825,7731,16400,9568,42524,
,44048 - Kanton Nazareth
,
PartijNummer,Partijen,de Pinte,Nazareth,Sint-Martens-Latem,Totalen
2,Groen,863,629,443,1935
3,Vlaams Belang,185,267,133,585
7,OpenVld,1627,1708,1951,5286
12,sp.a,694,911,347,1952
13,N-VA,2263,2427,2312,7002
15,CD&V,1682,1880,775,4337
17,PVDA+,124,135,56,315
29,R.O.S.S.E.M.,11,22,6,39
30,Piratenpartij,50,66,31,147
31,SD&P,1,3,1,5
33,GENOEG,10,15,6,31
35,ROEL,0,7,3,10
36,VCP,6,16,6,28
,Totalen7516,8086,6070,21672
,44049 - Kanton Nevele
,
PartijNummer,Partijen,Aalter,Nevele,Totalen
2,Groen,1460,773,2233,
3,Vlaams Belang,518,381,899,
7,OpenVld,1902,1471,3373,
12,sp.a,1273,930,2203,
13,N-VA,4061,2408,6469,
15,CD&V,4344,2122,6466,
17,PVDA+,199,129,328,
29,R.O.S.S.E.M.,45,16,61,
30,Piratenpartij,71,56,127,
31,SD&P,12,6,18,
33,GENOEG,28,11,39,
35,ROEL,9,3,12,
36,VCP,12,4,16,
,Totalen13934,8310,22244,
,41048 - Kanton Ninove
,
PartijNummer,Partijen,Denderleeuw,Ninove,Totalen
2,Groen,740,1606,2346,
3,Vlaams Belang,1401,6121,7522,
7,OpenVld,1478,4683,6161,
12,sp.a,2566,3274,5840,
13,N-VA,4236,6331,10567,
15,CD&V,1789,3059,4848,
17,PVDA+,204,240,444,
29,R.O.S.S.E.M.,27,28,55,
30,Piratenpartij,58,112,170,
31,SD&P,53,36,89,
33,GENOEG,27,18,45,
35,ROEL,9,22,31,
36,VCP,11,24,35,
,Totalen12599,25554,38153,
,45035 - Kanton Oudenaarde
,
PartijNummer,Partijen,Maarkedal,Oudenaarde,Wortegem-Petegem,Totalen
2,Groen,533,2004,547,3084
3,Vlaams Belang,185,704,178,1067
7,OpenVld,1523,5085,1448,8056
12,sp.a,624,2129,565,3318
13,N-VA,1339,5430,1506,8275
15,CD&V,884,4108,972,5964
17,PVDA+,75,242,48,365
29,R.O.S.S.E.M.,7,33,7,47
30,Piratenpartij,34,96,27,157
31,SD&P,5,9,0,14
33,GENOEG,8,38,17,63
35,ROEL,3,21,3,27
36,VCP,0,21,8,29
,Totalen5220,19920,5326,30466
,45041 - Kanton Ronse
,
PartijNummer,Partijen,Kluisbergen,Ronse,Totalen
2,Groen,333,1035,1368,
3,Vlaams Belang,193,804,997,
7,OpenVld,877,2433,3310,
12,sp.a,634,3721,4355,
13,N-VA,1191,3591,4782,
15,CD&V,920,2632,3552,
17,PVDA+,60,299,359,
29,R.O.S.S.E.M.,15,28,43,
30,Piratenpartij,24,85,109,
31,SD&P,3,20,23,
33,GENOEG,11,106,117,
35,ROEL,4,20,24,
36,VCP,2,16,18,
,Totalen4267,14790,19057,
,46020 - Kanton Sint-Gillis-Waas
,
PartijNummer,Partijen,Sint-Gillis-Waas,Stekene,Totalen
2,Groen,1078,895,1973,
3,Vlaams Belang,946,943,1889,
7,OpenVld,1347,1300,2647,
12,sp.a,1224,1369,2593,
13,N-VA,4871,4740,9611,
15,CD&V,3044,2283,5327,
17,PVDA+,248,271,519,
29,R.O.S.S.E.M.,25,37,62,
30,Piratenpartij,90,80,170,
31,SD&P,11,6,17,
33,GENOEG,37,35,72,
35,ROEL,20,15,35,
36,VCP,7,16,23,
,Totalen12948,11990,24938,
,46021 - Kanton Sint-Niklaas
,
PartijNummer,Partijen,Sint-Niklaas,Totalen
2,Groen,4698,4698
3,Vlaams Belang,3705,3705
7,OpenVld,4793,4793
12,sp.a,6861,6861
13,N-VA,16538,16538
15,CD&V,8555,8555
17,PVDA+,1277,1277
29,R.O.S.S.E.M.,105,105
30,Piratenpartij,387,387
31,SD&P,38,38
33,GENOEG,129,129
35,ROEL,64,64
36,VCP,46,46
,Totalen47196,47196
,46025 - Kanton Temse
,
PartijNummer,Partijen,Kruibeke,Temse,Totalen
2,Groen,1020,1449,2469,
3,Vlaams Belang,741,1600,2341,
7,OpenVld,1087,2195,3282,
12,sp.a,1421,2624,4045,
13,N-VA,4164,6971,11135,
15,CD&V,2271,3527,5798,
17,PVDA+,215,440,655,
29,R.O.S.S.E.M.,20,37,57,
30,Piratenpartij,65,136,201,
31,SD&P,10,17,27,
33,GENOEG,33,43,76,
35,ROEL,7,21,28,
36,VCP,1,14,15,
,Totalen11055,19074,30129,
,44072 - Kanton Waarschoot
,
PartijNummer,Partijen,Waarschoot,Totalen
2,Groen,475,475
3,Vlaams Belang,251,251
7,OpenVld,943,943
12,sp.a,914,914
13,N-VA,1425,1425
15,CD&V,1311,1311
17,PVDA+,112,112
29,R.O.S.S.E.M.,12,12
30,Piratenpartij,32,32
31,SD&P,6,6
33,GENOEG,10,10
35,ROEL,5,5
36,VCP,2,2
,Totalen5498,5498
,42025 - Kanton Wetteren
,
PartijNummer,Partijen,Laarne,Wetteren,Wichelen,Totalen
2,Groen,625,1444,533,2602
3,Vlaams Belang,387,1031,525,1943
7,OpenVld,1938,3323,1892,7153
12,sp.a,916,2316,901,4133
13,N-VA,3051,5612,2770,11433
15,CD&V,1667,2878,1253,5798
17,PVDA+,136,269,113,518
29,R.O.S.S.E.M.,19,31,14,64
30,Piratenpartij,56,92,44,192
31,SD&P,6,24,13,43
33,GENOEG,18,32,11,61
35,ROEL,4,44,9,57
36,VCP,4,18,15,37
,Totalen8827,17114,8093,34034
,42028 - Kanton Zele
,
PartijNummer,Partijen,Berlare,Zele,Totalen
2,Groen,502,813,1315,
3,Vlaams Belang,586,865,1451,
7,OpenVld,2621,2392,5013,
12,sp.a,1057,1841,2898,
13,N-VA,3377,4287,7664,
15,CD&V,1678,2852,4530,
17,PVDA+,132,194,326,
29,R.O.S.S.E.M.,32,29,61,
30,Piratenpartij,43,70,113,
31,SD&P,15,15,30,
33,GENOEG,23,25,48,
35,ROEL,18,13,31,
36,VCP,7,5,12,
,Totalen10091,13401,23492,
,44080 - Kanton Zomergem
,
PartijNummer,Partijen,Knesselare,Lovendegem,Zomergem,Totalen
2,Groen,505,636,444,1585
3,Vlaams Belang,299,460,242,1001
7,OpenVld,851,1258,1016,3125
12,sp.a,594,737,607,1938
13,N-VA,1759,2114,1671,5544
15,CD&V,1284,1400,1693,4377
17,PVDA+,75,117,91,283
29,R.O.S.S.E.M.,22,9,13,44
30,Piratenpartij,36,44,43,123
31,SD&P,11,8,1,20
33,GENOEG,14,7,14,35
35,ROEL,8,6,8,22
36,VCP,6,6,9,21
,Totalen5464,6802,5852,18118
,41081 - Kanton Zottegem
,
PartijNummer,Partijen,Zottegem,Totalen
2,Groen,1235,1235
3,Vlaams Belang,655,655
7,OpenVld,2841,2841
12,sp.a,3705,3705
13,N-VA,5943,5943
15,CD&V,3360,3360
17,PVDA+,270,270
29,R.O.S.S.E.M.,35,35
30,Piratenpartij,98,98
31,SD&P,17,17
33,GENOEG,26,26
35,ROEL,19,19
36,VCP,10,10
,Totalen18214,18214
,24001 - Kanton Aarschot
,
PartijNummer,Partijen,Aarschot,Begijnendijk,Tielt-Winge,Totalen
2,Groen,1576,493,526,2595
3,Vlaams Belang,1329,442,406,2177
7,OpenVld,4043,1225,1614,6882
11,U F,18,3,12,33
12,sp.a,2863,884,1005,4752
13,N-VA,5986,2365,2246,10597
15,CD&V,3884,1381,1339,6604
17,PVDA+,425,156,139,720
29,VCP,29,13,7,49
30,R.O.S.S.E.M.,70,20,26,116
33,ROEL,34,12,4,50
34,GENOEG,57,12,14,83
35,Piratenpartij,163,55,56,274
,Totalen20477,7061,7394,34932
,23002 - Kanton Asse
,
PartijNummer,Partijen,Affligem,Asse,Dilbeek,Liedekerke,Merchtem,Opwijk,Ternat,Totalen
2,Groen,449,1532,2152,335,765,690,753,6676
3,Vlaams Belang,416,846,925,523,359,350,509,3928
7,OpenVld,2091,4562,6325,1380,3661,2720,2348,23087
11,U F,33,453,2004,26,95,12,59,2682
12,sp.a,567,1968,2278,1495,629,658,887,8482
13,N-VA,3233,6137,7162,3027,3277,3321,3694,29851
15,CD&V,1946,3196,3868,1567,1922,1619,1996,16114
17,PVDA+,106,283,310,83,96,90,103,1071
29,VCP,8,19,18,3,9,7,8,72
30,R.O.S.S.E.M.,10,35,24,18,13,4,12,116
33,ROEL,6,17,18,5,5,4,5,60
34,GENOEG,14,46,46,10,15,19,18,168
35,Piratenpartij,51,108,170,43,72,65,68,577
,Totalen8930,19202,25300,8515,10918,9559,10460,92884
,24020 - Kanton Diest
,
PartijNummer,Partijen,Bekkevoort,Diest,Kortenaken,Scherpenheuvel-Zichem,Totalen
2,Groen,213,1235,275,890,2613,
3,Vlaams Belang,230,846,253,1186,2515,
7,OpenVld,763,2808,1207,2738,7516,
11,U F,5,27,7,17,56,
12,sp.a,562,2738,723,2452,6475,
13,N-VA,1305,5037,1669,5143,13154,
15,CD&V,995,2688,1306,2668,7657,
17,PVDA+,64,336,78,307,785,
29,VCP,4,15,7,24,50,
30,R.O.S.S.E.M.,15,27,17,60,119,
33,ROEL,5,19,6,32,62,
34,GENOEG,12,27,11,39,89,
35,Piratenpartij,31,141,28,153,353,
,Totalen4204,15944,5587,15709,41444,
,24137 - Kanton Glabbeek
,
PartijNummer,Partijen,Glabbeek,Lubbeek,Totalen
2,Groen,271,1055,1326,
3,Vlaams Belang,138,318,456,
7,OpenVld,635,1845,2480,
11,U F,0,11,11,
12,sp.a,539,1010,1549,
13,N-VA,1129,3322,4451,
15,CD&V,880,2063,2943,
17,PVDA+,66,168,234,
29,VCP,4,14,18,
30,R.O.S.S.E.M.,9,11,20,
33,ROEL,4,2,6,
34,GENOEG,7,23,30,
35,Piratenpartij,16,76,92,
,Totalen3698,9918,13616,
,24033 - Kanton Haacht
,
PartijNummer,Partijen,Boortmeerbeek,Haacht,Holsbeek,Keerbergen,Rotselaar,Tremelo,Totalen
2,Groen,672,1166,788,606,1233,688,5153,
3,Vlaams Belang,348,399,251,344,373,634,2349,
7,OpenVld,1681,1792,1264,2053,1740,2198,10728,
11,U F,12,10,3,25,9,2,61,
12,sp.a,932,1215,815,730,1339,1112,6143,
13,N-VA,3004,3099,1969,3319,3440,3375,18206,
15,CD&V,1228,1580,1436,1341,2629,1674,9888,
17,PVDA+,124,176,142,101,226,204,973,
29,VCP,6,18,12,11,12,12,71,
30,R.O.S.S.E.M.,24,28,12,13,29,34,140,
33,ROEL,2,16,3,5,15,7,48,
34,GENOEG,19,24,8,15,22,25,113,
35,Piratenpartij,58,86,50,51,85,68,398,
,Totalen8110,9609,6753,8614,11152,10033,54271,
,23027 - Kanton Halle
,
PartijNummer,Partijen,Beersel,Halle,Pepingen,Sint-Pieters-Leeuw,Totalen
2,Groen,1321,2137,206,1262,4926,
3,Vlaams Belang,485,1130,91,948,2654,
7,OpenVld,2447,3896,778,2998,10119,
11,U F,2287,564,30,2712,5593,
12,sp.a,1273,3380,185,2200,7038,
13,N-VA,4383,7740,982,4943,18048,
15,CD&V,2248,3406,660,2755,9069,
17,PVDA+,209,435,33,255,932,
29,VCP,26,48,6,33,113,
30,R.O.S.S.E.M.,7,60,3,18,88,
33,ROEL,13,28,1,24,66,
34,GENOEG,27,68,4,43,142,
35,Piratenpartij,124,180,19,161,484,
,Totalen14850,23072,2998,18352,59272,
,24059 - Kanton Landen
,
PartijNummer,Partijen,Landen,Totalen
2,Groen,664,664
3,Vlaams Belang,548,548
7,OpenVld,1937,1937
11,U F,58,58
12,sp.a,2649,2649
13,N-VA,2550,2550
15,CD&V,1784,1784
17,PVDA+,261,261
29,VCP,23,23
